,CustomerId,Geography,Age,Tenure,HasCrCard,EstimatedSalary,Churn
5608,180408787,Welsh,65-69,26,0,100000-124999,1
5609,120396222,Luxembourgian,55-59,8,0,90000-99999,1
5610,130440540,Luxembourgian,55-59,8,0,90000-99999,1
5611,180584866,Luxembourgian,55-59,8,0,90000-99999,1
5612,181200954,Hispanic,35-39,1,0,Under20000,1
5613,180351658,German,75 years or more,46,0,150000-174999,1
5614,160018100,Irish,40-44,1,0,100000-124999,1
5615,170174320,Irish,30-34,1,0,20000-29999,1
5616,180744433,Hispanic,35-39,13,0,Under20000,1
5617,180245472,English,45-49,7,0,20000-29999,1
5618,180618957,Portuguese,40-44,9,0,50000-59999,1
5619,180118944,Hispanic,70-74,16,0,20000-29999,1
5620,170186822,Hispanic,25-29,5,0,40000-49999,1
5621,110208859,Hispanic,65-69,28,11,100000-124999,1
5622,181486498,Hispanic,30-34,1,0,Under20000,1
5623,180316618,Hispanic,24 years or less,2,0,Under20000,1
5624,180166856,Hispanic,24 years or less,2,0,Under20000,1
5625,180191755,Hispanic,50-54,6,0,Under20000,1
5626,120412224,English,65-69,20,58,125000-149999,1
5627,180507099,Hispanic,45-49,2,0,100000-124999,1
5628,160295755,Hispanic,25-29,20,0,80000-89999,1
5629,181475178,Chinese,60-64,38,0,125000-149999,0
5630,110138187,English,25-29,14,0,60000-69999,1
5631,180664070,Indian,40-44,10,0,125000-149999,1
5632,180356061,Hispanic,65-69,28,0,200000-249999,1
5633,180421132,Hispanic,65-69,28,0,200000-249999,1
5634,170529535,German,55-59,29,0,200000-249999,0
5635,130129908,Dutch,50-54,14,0,300000-399999,1
5636,110426468,English,65-69,34,45,175000-199999,1
5637,180651307,Dutch,75 years or more,8,0,Under20000,1
5638,160162230,Hispanic,70-74,33,0,100000-124999,1
5639,140188716,English,30-34,1,0,60000-69999,1
5640,180513119,English,30-34,1,0,30000-39999,1
5641,180437857,Japanese,50-54,16,0,300000-399999,1
5642,140255342,Vietnamese,40-44,3,0,40000-49999,1
5643,160405627,Hispanic,35-39,10,0,60000-69999,1
5644,180620035,Hispanic,45-49,16,0,80000-89999,1
5645,140283622,Hispanic,45-49,23,0,40000-49999,1
5646,140573639,Jewish,50-54,4,0,175000-199999,1
5647,181503198,Hispanic,30-34,2,0,50000-59999,0
5648,160048102,Hispanic,35-39,1,0,100000-124999,1
5649,180408784,Hispanic,55-59,6,0,30000-39999,1
5650,180205062,English,45-49,8,0,150000-174999,0
5651,180542863,French,45-49,2,0,100000-124999,1
5652,180609007,Japanese,25-29,5,0,40000-49999,1
5653,181255508,English,45-49,14,0,100000-124999,0
5654,180561410,Hispanic,60-64,36,0,90000-99999,1
5655,180266695,English,50-54,2,0,300000-399999,1
5656,180462682,Scottish (Scotch),45-49,1,0,200000-249999,1
5657,140342219,Scottish (Scotch),50-54,15,1,125000-149999,1
5659,180508824,English,55-59,1,0,175000-199999,1
5660,150274453,Scottish (Scotch),60-64,23,0,300000-399999,1
5661,180223276,English,45-49,1,0,20000-29999,1
5662,180700351,Scottish (Scotch),30-34,3,0,60000-69999,1
5663,160281153,Hispanic,30-34,4,0,70000-79999,1
5664,180369314,Hispanic,35-39,2,0,80000-89999,1
5665,150351936,English,45-49,10,0,300000-399999,1
5666,180749448,Hispanic,40-44,7,0,90000-99999,1
5667,160056159,Hispanic,40-44,37,0,60000-69999,1
5668,110601433,Hispanic,35-39,8,0,Under20000,0
5669,140358935,English,24 years or less,2,0,Under20000,1
5670,181449981,Hungarian,50-54,1,0,50000-59999,1
5671,180376355,Hispanic,40-44,6,0,20000-29999,1
5672,180598055,Indonesian,35-39,2,0,Under20000,1
5673,180632929,English,45-49,22,0,40000-49999,1
5674,120343841,Italian,45-49,7,3,30000-39999,0
5675,180563586,Hispanic,75 years or more,5,0,Under20000,1
5676,180477241,English,40-44,5,0,Under20000,1
5677,181451072,English,40-44,18,7,40000-49999,0
5678,120566462,English,60-64,12,0,Under20000,1
5679,180592582,Italian,65-69,28,0,80000-89999,1
5681,180492777,Hispanic,30-34,6,0,20000-29999,1
5682,180134188,Hispanic,60-64,5,0,100000-124999,1
5683,180352713,English,35-39,6,0,80000-89999,1
5684,180483328,Hispanic,45-49,14,0,30000-39999,1
5685,170139656,Irish,60-64,15,0,100000-124999,1
5686,170153936,Swedish,55-59,15,0,90000-99999,1
5687,181343170,Irish,70-74,24,0,100000-124999,1
5688,180454886,Italian,55-59,6,0,80000-89999,0
5689,180678343,Hispanic,45-49,9,0,400000-499999,1
5690,180327674,English,60-64,16,5,90000-99999,0
5691,181291177,Hispanic,75 years or more,14,0,Under20000,1
5692,180234991,English,60-64,23,0,125000-149999,1
5693,110025494,English,75 years or more,28,0,175000-199999,0
5694,180610396,Hispanic,55-59,14,0,Under20000,1
5695,180503900,Hispanic,50-54,6,0,30000-39999,1
5696,180231998,Irish,45-49,12,0,150000-174999,1
5697,180717188,Hispanic,45-49,15,0,125000-149999,1
5698,180378925,Vietnamese,45-49,4,0,100000-124999,1
5699,180235864,Vietnamese,50-54,2,0,20000-29999,1
5700,180543557,Hispanic,25-29,3,0,30000-39999,1
5701,180613899,Hispanic,55-59,27,0,80000-89999,1
5702,120052011,Indian,65-69,29,0,60000-69999,0
5703,130568794,Hispanic,35-39,3,0,125000-149999,1
5704,120394416,Hispanic,40-44,4,0,300000-399999,1
5705,150254923,German,55-59,28,0,200000-249999,0
5706,181361859,Hispanic,75 years or more,12,0,Under20000,1
5707,181271136,Native American (American Indian),45-49,18,0,100000-124999,0
5708,170208970,Scottish (Scotch),55-59,31,5,150000-174999,0
5709,160510298,Vietnamese,35-39,7,0,125000-149999,1
5710,181285927,Hispanic,60-64,37,0,100000-124999,0
5711,160094890,English,75 years or more,42,0,50000-59999,1
5712,180380762,Portuguese,24 years or less,4,0,40000-49999,1
5713,140534649,Danish,60-64,17,0,300000-399999,1
5714,140564238,English,70-74,40,0,125000-149999,1
5716,180486183,English,40-44,11,0,175000-199999,1
5717,110169715,English,60-64,29,0,175000-199999,1
5718,180393223,Hispanic,24 years or less,8,0,Under20000,0
5719,120267625,Danish,75 years or more,33,0,70000-79999,1
5720,140481953,English,70-74,22,0,80000-89999,1
5721,170106238,Welsh,40-44,10,0,100000-124999,1
5722,181398312,English,45-49,24,0,100000-124999,0
5723,180602146,French,30-34,4,0,300000-399999,1
5724,160160613,Hispanic,55-59,22,0,500000+,1
5725,180469716,English,45-49,15,0,300000-399999,1
5726,180355752,Scottish (Scotch),40-44,6,0,40000-49999,1
5727,150452421,Norwegian,30-34,2,0,90000-99999,0
5728,110131110,English,35-39,4,0,150000-174999,1
5729,180539703,Irish,50-54,22,0,300000-399999,1
5730,180673203,Hispanic,40-44,11,0,50000-59999,1
5731,180184550,Italian,45-49,5,0,50000-59999,1
5732,150451420,Arab,25-29,1,0,20000-29999,1
5733,170315111,Hispanic,60-64,6,0,40000-49999,1
5734,181357334,Chinese,35-39,1,3,150000-174999,1
5735,180573153,Hispanic,35-39,3,0,40000-49999,1
5736,180387054,English,45-49,18,0,175000-199999,0
5737,180665026,English,55-59,26,0,100000-124999,0
5739,140379326,Vietnamese,55-59,7,0,125000-149999,1
5740,180758548,Hispanic,70-74,36,6,125000-149999,1
5741,180310369,Filipino (Philippine),30-34,1,0,50000-59999,1
5742,140267837,Hispanic,35-39,8,0,20000-29999,1
5743,181258535,English,50-54,28,0,300000-399999,1
5744,170253504,Vietnamese,45-49,27,0,125000-149999,0
5745,180517905,Hispanic,55-59,25,0,60000-69999,0
5746,181337449,Austrian,55-59,10,0,150000-174999,1
5747,180381900,Vietnamese,35-39,4,0,50000-59999,1
5748,180397625,Vietnamese,24 years or less,7,0,Under20000,1
5749,181480484,Hispanic,60-64,37,0,70000-79999,1
5750,110560560,Hispanic,60-64,19,0,40000-49999,1
5752,180556314,Vietnamese,60-64,17,0,200000-249999,1
5753,150277799,Hispanic,45-49,14,0,30000-39999,1
5754,170011766,English,60-64,37,0,125000-149999,0
5755,180377134,English,40-44,7,0,Under20000,1
5756,180606338,Italian,45-49,10,0,100000-124999,1
5757,180318869,Hispanic,40-44,6,0,50000-59999,1
5758,180352542,Hispanic,45-49,21,0,90000-99999,1
5759,110177212,Chinese,50-54,10,0,90000-99999,1
5760,180496345,Hispanic,75 years or more,1,0,Under20000,1
5761,180723171,Hispanic,60-64,20,0,60000-69999,1
5762,180552128,English,70-74,34,39,150000-174999,0
5763,110065163,French,60-64,18,0,150000-174999,0
5764,180326369,Hispanic,25-29,3,0,20000-29999,1
5765,180284874,Hispanic,25-29,3,0,20000-29999,1
5766,120585271,English,60-64,23,0,200000-249999,1
5767,140208428,Hispanic,40-44,10,0,50000-59999,1
5768,180221272,Hispanic,35-39,4,0,Under20000,1
5769,180358550,Hispanic,35-39,1,0,40000-49999,1
5770,181439477,English,24 years or less,4,0,Under20000,1
5771,180351804,African American 95%+,35-39,3,0,125000-149999,1
5772,180690285,Pakistani,30-34,1,0,Under20000,1
5773,120021232,Vietnamese,60-64,21,0,125000-149999,1
5774,180457832,Irish,75 years or more,28,0,100000-124999,1
5775,120585131,African (other),30-34,2,0,90000-99999,1
5776,180586951,Italian,45-49,16,0,200000-249999,1
5777,180486444,Hispanic,30-34,4,0,30000-39999,1
5778,130526234,English,60-64,7,0,70000-79999,1
5779,120036961,English,30-34,2,0,125000-149999,1
5780,120422115,Scottish (Scotch),30-34,2,0,90000-99999,1
5781,110215551,Hispanic,25-29,7,0,40000-49999,1
5782,180176780,Hispanic,50-54,20,0,30000-39999,1
5783,181195580,Jewish,35-39,3,0,90000-99999,1
5784,181278136,Hispanic,60-64,9,0,40000-49999,0
5785,120477870,English,75 years or more,33,24,40000-49999,1
5786,180621827,Hispanic,30-34,10,0,Under20000,1
5787,140325223,Italian,70-74,22,0,500000+,1
5789,150171693,English,55-59,27,0,200000-249999,0
5790,181140581,English,50-54,3,0,150000-174999,1
5791,180340459,Slovakian (Slovak),75 years or more,32,0,Under20000,1
5792,180494664,Hispanic,50-54,21,0,20000-29999,0
5793,180570976,Polish,30-34,6,0,100000-124999,1
5794,120294414,Scottish (Scotch),30-34,9,0,40000-49999,1
5795,130600343,Portuguese,55-59,16,0,70000-79999,1
5796,160349879,Swedish,30-34,5,0,200000-249999,1
5797,181281117,Hispanic,60-64,23,2,150000-174999,0
5798,180636327,Vietnamese,40-44,1,0,100000-124999,1
5799,180659194,English,75 years or more,12,0,150000-174999,0
5800,180500558,Norwegian,30-34,1,0,70000-79999,1
5801,120315680,Hispanic,,30,0,80000-89999,1
5802,120191283,English,40-44,8,0,200000-249999,1
5803,180316163,Irish,75 years or more,37,0,125000-149999,1
5804,180408053,Hispanic,45-49,12,0,125000-149999,1
5805,180628710,Danish,35-39,5,0,150000-174999,1
5806,180343917,Hispanic,30-34,1,0,Under20000,1
5807,150047107,English,65-69,29,0,200000-249999,1
5808,180706651,Vietnamese,45-49,12,0,400000-499999,1
5809,110093863,English,75 years or more,8,0,Under20000,1
5810,150022509,Scottish (Scotch),55-59,23,0,125000-149999,0
5811,150129987,English,75 years or more,37,12,60000-69999,0
5812,120359920,English,60-64,23,0,125000-149999,1
5813,180586216,German,24 years or less,2,0,40000-49999,1
5814,180334139,Hispanic,45-49,7,0,Under20000,1
5815,170103809,English,55-59,24,0,125000-149999,1
5816,130327329,German,50-54,11,0,100000-124999,1
5817,110451115,English,35-39,7,0,20000-29999,1
5818,180459366,Korean,45-49,2,0,150000-174999,1
5819,160087785,English,65-69,30,41,175000-199999,1
5820,180257970,English,50-54,13,0,200000-249999,1
5821,180504053,English,65-69,2,0,40000-49999,1
5822,140018567,Scottish (Scotch),65-69,31,51,70000-79999,0
5823,180366585,Hispanic,45-49,15,0,20000-29999,1
5825,130220565,Hispanic,40-44,12,0,70000-79999,1
5826,181259004,English,65-69,3,0,300000-399999,0
5827,150456649,Scottish (Scotch),50-54,11,0,125000-149999,1
5828,110374815,Vietnamese,50-54,16,0,60000-69999,0
5830,181305069,Hispanic,40-44,14,0,500000+,1
5831,120315890,Hispanic,65-69,30,0,100000-124999,1
5833,180323791,Korean,25-29,1,0,Under20000,1
5834,180434192,English,30-34,1,0,20000-29999,1
5835,180411954,Hispanic,30-34,8,0,30000-39999,1
5836,130432497,English,45-49,3,0,400000-499999,1
5837,180467224,English,45-49,21,0,300000-399999,1
5838,180077301,Scottish (Scotch),45-49,1,0,90000-99999,1
5839,150544660,Danish,40-44,9,0,500000+,1
5840,110033341,Korean,45-49,2,0,200000-249999,1
5841,180589241,Hispanic,55-59,23,0,Under20000,1
5843,180706832,Indian,65-69,8,0,200000-249999,0
5844,160033584,Scottish (Scotch),55-59,20,0,500000+,0
5845,160011674,German,65-69,43,0,125000-149999,1
5846,120490309,German,50-54,4,0,500000+,1
5847,181401248,Italian,30-34,5,0,70000-79999,0
5848,180572441,English,45-49,11,0,100000-124999,1
5849,181184425,Hispanic,35-39,2,0,50000-59999,1
5850,180342756,Hispanic,55-59,15,0,60000-69999,1
5851,110439082,Vietnamese,75 years or more,16,0,125000-149999,1
5852,180439705,Hispanic,75 years or more,22,0,20000-29999,1
5853,180178444,Hispanic,55-59,26,0,100000-124999,0
5854,181433315,Hispanic,45-49,1,0,30000-39999,0
5855,180373122,Hispanic,60-64,26,0,60000-69999,0
5856,170280013,Hispanic,45-49,11,0,30000-39999,1
5857,130117406,Italian,65-69,44,0,125000-149999,1
5858,180648470,English,40-44,1,0,20000-29999,1
5859,181275429,Hispanic,45-49,19,0,90000-99999,1
5860,180413787,Hispanic,45-49,6,0,Under20000,1
5861,180561697,English,55-59,28,0,125000-149999,1
5862,160535218,Hispanic,25-29,2,0,30000-39999,1
5864,180388733,Scottish (Scotch),60-64,10,0,20000-29999,1
5865,181278215,Hispanic,55-59,35,0,100000-124999,0
5866,181260314,Hispanic,55-59,22,0,Under20000,1
5867,181195296,Hispanic,55-59,31,0,60000-69999,0
5868,110186508,Korean,70-74,13,0,40000-49999,1
5869,180628681,Hispanic,75 years or more,23,0,40000-49999,1
5870,180617429,Hispanic,50-54,14,0,30000-39999,1
5871,180595130,Italian,35-39,2,0,70000-79999,1
5872,180694639,Hispanic,50-54,23,0,125000-149999,1
5873,180000222,Italian,75 years or more,26,0,150000-174999,0
5874,160475907,English,50-54,22,0,125000-149999,1
5875,180403530,Vietnamese,65-69,17,0,125000-149999,0
5876,180307835,Italian,75 years or more,7,0,Under20000,1
5877,160109170,Vietnamese,40-44,8,0,Under20000,1
5878,180250341,Hispanic,24 years or less,1,0,Under20000,1
5879,180727166,Hispanic,45-49,7,0,30000-39999,1
5880,181192855,Hispanic,50-54,28,0,80000-89999,0
5881,181433301,Hispanic,25-29,2,0,Under20000,0
5882,180503190,English,50-54,5,0,100000-124999,1
5883,120237735,Hispanic,30-34,2,0,60000-69999,1
5884,180718939,English,75 years or more,30,0,60000-69999,1
5885,120131468,Vietnamese,70-74,24,0,125000-149999,1
5886,120134464,English,50-54,51,0,300000-399999,1
5887,110194446,Irish,55-59,22,1,500000+,0
5888,180718762,Hispanic,75 years or more,32,0,20000-29999,1
5889,180463825,Irish,45-49,11,0,300000-399999,1
5890,180205280,Scottish (Scotch),50-54,12,0,300000-399999,1
5891,150240027,Hispanic,60-64,6,0,150000-174999,1
5892,180646949,Hispanic,30-34,7,0,Under20000,1
5893,180399683,Italian,60-64,28,0,40000-49999,1
5894,150450755,African American 95%+,65-69,23,0,90000-99999,1
5895,130560555,Scottish (Scotch),60-64,9,0,70000-79999,1
5896,180347120,Welsh,65-69,22,0,300000-399999,1
5897,130393899,Japanese,60-64,19,0,200000-249999,0
5898,130141759,Welsh,55-59,27,1,300000-399999,0
5899,181209046,Hispanic,50-54,25,0,40000-49999,0
5900,140303327,German,50-54,12,0,80000-89999,1
5901,130193797,Italian,60-64,28,0,300000-399999,1
5902,110276045,English,25-29,6,0,150000-174999,1
5903,150135034,Italian,60-64,38,0,90000-99999,1
5904,180495892,English,55-59,30,0,200000-249999,1
5905,181278110,Arab,35-39,6,0,90000-99999,1
5907,181319595,Welsh,40-44,8,0,100000-124999,1
5908,180494889,Hispanic,30-34,7,0,50000-59999,0
5909,160138969,German,35-39,8,0,30000-39999,0
5910,180431576,Hispanic,45-49,10,0,30000-39999,1
5911,180201726,Hispanic,35-39,15,0,30000-39999,1
5912,180638435,English,75 years or more,46,0,60000-69999,1
5913,140458447,Hispanic,50-54,5,0,20000-29999,1
5914,180676172,Hispanic,50-54,13,0,125000-149999,1
5915,140526921,English,70-74,35,0,70000-79999,0
5916,120453398,Italian,,12,0,30000-39999,1
5917,180557563,Hispanic,65-69,33,6,150000-174999,1
5918,130450438,German,50-54,6,0,30000-39999,1
5919,180077667,Welsh,40-44,7,0,40000-49999,1
5920,181181968,Italian,40-44,1,0,Under20000,1
5921,180166941,Hispanic,24 years or less,6,0,Under20000,1
5922,180424020,Hispanic,40-44,7,0,20000-29999,1
5924,130102055,Italian,55-59,5,0,150000-174999,1
5925,180636375,Scottish (Scotch),55-59,20,0,100000-124999,1
5926,180718741,Chinese,75 years or more,5,0,20000-29999,1
5927,180591346,English,70-74,19,0,60000-69999,0
5928,130387137,English,75 years or more,14,1,70000-79999,0
5929,181308366,Hispanic,50-54,21,0,100000-124999,1
5930,160611805,English,35-39,2,0,150000-174999,1
5932,160283827,Welsh,55-59,21,0,300000-399999,1
5933,170102010,Danish,75 years or more,54,0,150000-174999,0
5934,120542753,English,40-44,15,0,150000-174999,1
5935,110344491,Jewish,60-64,17,0,300000-399999,1
5936,180696832,Hispanic,30-34,2,0,Under20000,1
5937,180401568,Hispanic,30-34,2,0,Under20000,1
5938,130226767,Jewish,30-34,3,0,90000-99999,1
5939,180733945,Hispanic,40-44,2,0,80000-89999,1
5940,180549950,Hispanic,30-34,4,0,50000-59999,1
5941,180346283,German,70-74,31,0,175000-199999,1
5942,181309301,English,50-54,1,0,40000-49999,1
5943,140348869,Hispanic,45-49,7,0,300000-399999,1
5944,181256057,Hispanic,25-29,16,0,20000-29999,1
5945,180498231,French,35-39,5,0,60000-69999,1
5946,140011182,English,75 years or more,39,1,100000-124999,0
5947,181510703,Hispanic,65-69,8,0,30000-39999,1
5948,180607471,Hispanic,35-39,9,0,Under20000,1
5949,180321821,Hispanic,45-49,12,0,100000-124999,1
5950,180719482,German,45-49,1,0,80000-89999,1
5951,180417761,Hispanic,50-54,14,0,Under20000,1
5952,181542534,Hispanic,55-59,10,0,80000-89999,0
5953,140280458,English,65-69,8,0,Under20000,1
5954,180247326,German,60-64,3,0,60000-69999,0
5955,110472206,Hispanic,35-39,11,0,40000-49999,1
5956,170339611,German,50-54,12,0,100000-124999,1
5957,180649590,Hispanic,55-59,38,0,Under20000,1
5958,150600702,Hispanic,75 years or more,33,0,300000-399999,1
5959,181334403,Hispanic,45-49,6,0,70000-79999,0
5960,181507515,Hispanic,65-69,36,0,90000-99999,0
5961,181224155,English,75 years or more,13,0,20000-29999,1
5962,170315230,German,60-64,26,0,300000-399999,1
5963,110251062,English,70-74,32,0,400000-499999,1
5964,110554911,Hispanic,75 years or more,23,0,90000-99999,1
5965,180566441,English,75 years or more,3,0,40000-49999,0
5966,180168643,Irish,50-54,6,2,300000-399999,0
5968,170521387,English,45-49,8,0,125000-149999,1
5969,170344357,English,30-34,1,0,80000-89999,1
5970,180591570,Danish,55-59,12,0,80000-89999,1
5971,180461227,Italian,25-29,2,0,100000-124999,1
5972,110081522,Danish,50-54,11,0,90000-99999,1
5973,180256444,English,75 years or more,39,0,125000-149999,0
5974,180339065,Hispanic,45-49,17,0,100000-124999,1
5975,110222418,Vietnamese,50-54,24,0,100000-124999,1
5976,181190617,Irish,40-44,13,0,20000-29999,1
5977,160605547,Hispanic,60-64,6,0,20000-29999,1
5978,180356456,Chinese,45-49,4,0,150000-174999,1
5979,181544159,Jewish,40-44,5,0,50000-59999,0
5980,130253395,English,60-64,27,0,300000-399999,1
5981,140520670,Vietnamese,50-54,14,0,125000-149999,1
5982,160587144,Jewish,65-69,41,0,500000+,1
5983,160535946,Hispanic,60-64,30,0,300000-399999,1
5984,180328354,English,45-49,21,0,60000-69999,1
5985,110056504,English,55-59,1,0,20000-29999,1
5986,170031541,German,75 years or more,45,0,100000-124999,0
5987,140599518,Scottish (Scotch),45-49,10,0,175000-199999,1
5988,180678387,Danish,55-59,12,0,125000-149999,1
5989,120272385,Korean,70-74,8,0,Under20000,1
5990,181405169,Scottish (Scotch),65-69,30,0,300000-399999,1
5991,181277489,German,30-34,37,0,40000-49999,1
5992,150046890,French,65-69,22,0,70000-79999,1
5994,140565365,Italian,30-34,8,0,400000-499999,1
5995,140575557,Hispanic,50-54,15,0,100000-124999,1
5996,181451490,Indian,35-39,9,0,150000-174999,0
5997,180611301,German,50-54,23,0,500000+,1
5998,180694260,English,60-64,4,0,175000-199999,0
6000,110011480,Indian,60-64,31,0,300000-399999,1
6001,150226972,English,65-69,37,73,150000-174999,0
6002,170023386,French,65-69,16,0,Under20000,0
6003,160037105,Austrian,60-64,31,0,500000+,0
6004,140589494,English,75 years or more,24,0,500000+,0
6005,120477702,German,55-59,20,0,90000-99999,1
6006,160248260,Italian,70-74,18,40,400000-499999,1
6007,180470695,Chinese,50-54,9,0,125000-149999,1
6008,181379974,Hispanic,30-34,4,0,90000-99999,1
6010,140397071,Dutch,40-44,2,0,300000-399999,1
6011,180738179,Slovakian (Slovak),70-74,29,0,125000-149999,1
6012,160567173,English,75 years or more,4,0,80000-89999,1
6014,130028359,Jewish,55-59,14,0,150000-174999,1
6016,130603080,English,45-49,1,0,175000-199999,1
6017,180243439,English,65-69,11,0,500000+,1
6018,120358534,French,60-64,6,0,125000-149999,1
6019,140235189,Chinese,45-49,5,0,125000-149999,1
6020,170420601,French,75 years or more,2,0,50000-59999,1
6021,181498644,English,60-64,19,0,100000-124999,1
6022,180380774,English,60-64,18,0,30000-39999,1
6023,181314701,Hispanic,70-74,33,0,90000-99999,1
6024,180601602,Hispanic,35-39,8,0,Under20000,1
6025,180551192,Hispanic,50-54,8,0,70000-79999,1
6026,180321761,Jewish,35-39,4,0,20000-29999,1
6027,150589264,English,75 years or more,33,0,100000-124999,0
6028,180609147,Hispanic,30-34,2,0,60000-69999,1
6029,180301028,French,40-44,4,0,150000-174999,1
6030,130580127,English,55-59,20,0,30000-39999,1
6031,181313401,Hispanic,25-29,6,0,50000-59999,1
6032,160273005,English,65-69,22,0,175000-199999,1
6034,181445718,German,45-49,25,0,70000-79999,1
6035,180363658,Austrian,65-69,6,0,60000-69999,1
6036,120066452,German,60-64,30,0,100000-124999,1
6037,181319984,Hispanic,45-49,14,0,20000-29999,1
6038,130522958,Hispanic,35-39,11,0,Under20000,1
6039,181374354,English,30-34,16,0,300000-399999,0
6040,130288710,English,40-44,1,0,30000-39999,1
6041,180555698,English,60-64,28,0,175000-199999,1
6042,180469900,Hispanic,24 years or less,1,0,100000-124999,1
6043,120331738,Hispanic,24 years or less,5,0,100000-124999,1
6044,170024835,Irish,60-64,29,0,150000-174999,1
6045,170209586,Arab,30-34,2,0,40000-49999,1
6046,140401817,Chinese,50-54,24,0,400000-499999,1
6048,120240955,Scottish (Scotch),60-64,21,0,125000-149999,1
6049,170437562,Hispanic,55-59,8,0,100000-124999,1
6050,110435575,Jewish,60-64,30,0,300000-399999,1
6051,180255362,Italian,50-54,14,0,40000-49999,1
6052,180278176,Hispanic,24 years or less,6,0,30000-39999,1
6053,180365858,Hispanic,30-34,1,0,Under20000,1
6054,120005391,Italian,40-44,4,0,300000-399999,1
6055,120245211,Vietnamese,30-34,7,0,200000-249999,1
6056,180583037,Hispanic,24 years or less,10,0,50000-59999,0
6057,160599709,Scottish (Scotch),60-64,13,0,50000-59999,1
6058,180468426,English,35-39,2,0,90000-99999,1
6059,170462335,German,45-49,1,36,40000-49999,0
6060,181205132,Hispanic,45-49,12,0,30000-39999,0
6061,180240725,Chinese,50-54,1,0,30000-39999,1
6062,181317533,Italian,40-44,5,0,400000-499999,0
6064,180586656,Hispanic,40-44,7,0,125000-149999,1
6065,180352353,Scottish (Scotch),35-39,6,0,150000-174999,1
6066,130601526,English,60-64,4,0,90000-99999,1
6067,180430514,Hispanic,45-49,8,0,175000-199999,1
6068,180491805,Hispanic,50-54,5,0,60000-69999,1
6070,180348460,Hispanic,24 years or less,2,0,Under20000,1
6071,180139395,Vietnamese,30-34,8,0,50000-59999,1
6072,181366003,German,65-69,7,0,125000-149999,1
6073,180469300,Irish,50-54,24,0,300000-399999,1
6074,120080179,Vietnamese,40-44,11,0,90000-99999,1
6075,180638773,Hispanic,30-34,5,0,Under20000,1
6076,180321956,English,35-39,4,0,125000-149999,1
6077,181494922,English,35-39,4,0,125000-149999,0
6078,180371357,English,55-59,7,0,30000-39999,1
6079,180368380,English,75 years or more,23,0,125000-149999,1
6080,160049943,Italian,75 years or more,39,0,150000-174999,1
6081,160491972,Jewish,60-64,33,0,70000-79999,1
6082,110291207,Hispanic,45-49,11,0,90000-99999,1
6083,170111775,Norwegian,35-39,9,0,80000-89999,1
6084,140065901,English,60-64,24,5,175000-199999,0
6085,130271287,English,55-59,28,0,100000-124999,1
6086,181321971,Hispanic,45-49,24,0,125000-149999,1
6087,180203302,Hispanic,45-49,13,0,50000-59999,1
6088,150151029,English,70-74,1,1,60000-69999,1
6089,180763197,Chinese,50-54,6,0,125000-149999,1
6090,180543311,Italian,50-54,18,0,70000-79999,0
6091,160026990,Scottish (Scotch),75 years or more,24,8,60000-69999,0
6092,130107144,Welsh,75 years or more,22,12,20000-29999,1
6093,181144296,Scottish (Scotch),65-69,30,1,80000-89999,1
6094,150452638,Albanian,35-39,3,2,100000-124999,1
6095,140466525,Korean,45-49,1,0,100000-124999,1
6096,180638441,Hispanic,55-59,25,0,40000-49999,1
6097,170385713,Hispanic,35-39,3,2,200000-249999,1
6098,130460084,Dutch,75 years or more,10,0,60000-69999,1
6099,180598822,Scottish (Scotch),45-49,20,0,50000-59999,1
6100,180477318,English,65-69,13,0,50000-59999,1
6101,130171166,English,,45,0,125000-149999,1
6102,180619887,Hispanic,40-44,10,0,30000-39999,1
6103,180532631,Hispanic,45-49,10,0,30000-39999,1
6104,170104173,English,75 years or more,40,0,300000-399999,0
6105,180472628,Scottish (Scotch),75 years or more,12,0,70000-79999,0
6106,120206018,Italian,75 years or more,27,0,30000-39999,1
6107,170355753,Hispanic,40-44,4,0,80000-89999,1
6108,180213509,German,50-54,10,0,100000-124999,1
6109,110510468,Swedish,35-39,2,0,100000-124999,1
6110,130537735,Irish,75 years or more,14,0,Under20000,0
6111,180599093,Hispanic,70-74,30,0,30000-39999,1
6112,180629584,Hispanic,35-39,34,0,30000-39999,1
6113,150469529,African (other),50-54,15,20,60000-69999,0
6114,120263327,Scottish (Scotch),45-49,1,0,125000-149999,0
6115,180540303,Armenian,45-49,3,0,70000-79999,1
6116,150047415,German,40-44,6,0,150000-174999,1
6117,130504051,English,60-64,2,0,70000-79999,1
6118,181514456,Chinese,40-44,6,0,150000-174999,1
6119,170071812,English,45-49,12,0,150000-174999,1
6120,110016506,Irish,60-64,23,0,500000+,0
6121,140591041,Italian,65-69,7,0,20000-29999,1
6122,181140384,English,45-49,20,12,100000-124999,1
6123,120591655,English,25-29,8,0,125000-149999,1
6124,181294668,French,35-39,9,0,175000-199999,0
6125,180307991,Hispanic,55-59,7,0,30000-39999,1
6126,140485229,Irish,75 years or more,23,0,175000-199999,0
6127,140136573,Dutch,45-49,11,0,400000-499999,1
6129,110364287,French,70-74,37,2,40000-49999,1
6130,181395514,Irish,70-74,28,0,175000-199999,1
6131,180249367,Hispanic,40-44,12,0,125000-149999,1
6132,180243702,Hispanic,25-29,4,0,20000-29999,1
6133,181269902,Hispanic,45-49,1,0,60000-69999,1
